cng_(Feet),DISTANCE_FROM_MOUTH,ELEVATION,ADJUSTED_ELEVATION,LONGITUDE,LATITUDE
24984,31810.14340,254.58,254.58,-82.062121,33.482419
24988,31806.14340,254.58,254.58,-82.06211,33.482425
24992,31802.14340,254.58,254.58,-82.0621,33.482432
24996,31798.14340,254.58,254.58,-82.062089,33.482439
25000,31794.14340,254.58,254.58,-82.062079,33.482445
25004,31790.14340,254.58,254.58,-82.062068,33.482452
25008,31786.14340,254.58,254.58,-82.062058,33.482458
25012,31782.14340,254.58,254.58,-82.062047,33.482465
25016,31778.14340,254.58,254.58,-82.062037,33.482472
25020,31774.14340,254.58,254.58,-82.062026,33.482478
25024,31770.14340,254.58,254.58,-82.062016,33.482485
25028,31766.14340,254.58,254.58,-82.062005,33.482491
25032,31762.14340,254.58,254.58,-82.061995,33.482498
25036,31758.14340,254.58,254.58,-82.061984,33.482505
25040,31754.14340,254.58,254.58,-82.061974,33.482511
25044,31750.14340,254.58,254.58,-82.061963,33.482518
25048,31746.14340,254.58,254.58,-82.061953,33.482524
25052,31742.14340,254.58,254.58,-82.061942,33.482531
25056,31738.14340,254.58,254.58,-82.061932,33.482538
25060,31734.14340,254.58,254.58,-82.061921,33.482544
25064,31730.14340,254.58,254.58,-82.061911,33.482551
25068,31726.14340,254.58,254.58,-82.0619,33.482557
25072,31722.14340,254.58,254.58,-82.06189,33.482564
25076,31718.14340,254.58,254.58,-82.061879,33.482571
25080,31714.14340,254.58,254.58,-82.061869,33.482577
25084,31710.14340,254.58,254.58,-82.061858,33.482584
25088,31706.14340,254.58,254.58,-82.061848,33.48259
25092,31702.14340,254.58,254.58,-82.061837,33.482597
25096,31698.14340,254.58,254.58,-82.061827,33.482604
25100,31694.14340,254.58,254.58,-82.061816,33.48261
25104,31690.14340,254.58,254.58,-82.061806,33.482617
25108,31686.14340,254.58,254.58,-82.061795,33.482623
25112,31682.14340,254.58,254.58,-82.061785,33.48263
25116,31678.14340,254.58,254.58,-82.061774,33.482637
25120,31674.14340,254.58,254.58,-82.061764,33.482643
25124,31670.14340,254.58,254.58,-82.061753,33.48265
25128,31666.14340,254.58,254.58,-82.061743,33.482656
25132,31662.14340,254.58,254.58,-82.061732,33.482663
25136,31658.14340,254.58,254.58,-82.061722,33.482669
25140,31654.14340,254.58,254.58,-82.061711,33.482676
25144,31650.14340,254.58,254.58,-82.061701,33.482683
25148,31646.14340,254.58,254.58,-82.06169,33.482689
25152,31642.14340,254.58,254.58,-82.06168,33.482696
25156,31638.14340,254.58,254.58,-82.06167,33.482702
25160,31634.14340,254.58,254.58,-82.061659,33.482709
25164,31630.14340,254.58,254.58,-82.061649,33.482716
25168,31626.14340,254.58,254.58,-82.061638,33.482722
25172,31622.14340,254.58,254.58,-82.061628,33.482729
25176,31618.14340,254.58,254.58,-82.061617,33.482735
25180,31614.14340,254.58,254.58,-82.061607,33.482742
25184,31610.14340,254.58,254.58,-82.061597,33.482749
25188,31606.14340,254.58,254.58,-82.061589,33.482758
25192,31602.14340,254.58,254.58,-82.061582,33.482768
25196,31598.14340,254.58,254.58,-82.061575,33.482777
25200,31594.14340,254.58,254.58,-82.061568,33.482786
25204,31590.14340,254.58,254.58,-82.061561,33.482795
25208,31586.14340,254.58,254.58,-82.061554,33.482805
25212,31582.14340,254.58,254.58,-82.061547,33.482814
25216,31578.14340,254.58,254.58,-82.06154,33.482823
25220,31574.14340,254.58,254.58,-82.061533,33.482833
25224,31570.14340,254.58,254.58,-82.061526,33.482842
25228,31566.14340,254.58,254.58,-82.061519,33.482851
25232,31562.14340,254.58,254.58,-82.061512,33.48286
25236,31558.14340,254.58,254.58,-82.061505,33.48287
25240,31554.14340,254.58,254.58,-82.061498,33.482879
25244,31550.14340,254.58,254.58,-82.061491,33.482888
25248,31546.14340,254.58,254.58,-82.061484,33.482897
25252,31542.14340,254.58,254.58,-82.061477,33.482907
25256,31538.14340,254.58,254.58,-82.06147,33.482916
25260,31534.14340,254.58,254.58,-82.061463,33.482925
25264,31530.14340,254.58,254.58,-82.061456,33.482935
25268,31526.14340,254.58,254.58,-82.061449,33.482944
25272,31522.14340,254.58,254.58,-82.061442,33.482953
25276,31518.14340,254.58,254.58,-82.061434,33.482962
25280,31514.14340,254.58,254.58,-82.061427,33.482972
25284,31510.14340,254.58,254.58,-82.06142,33.482981
25288,31506.14340,254.58,254.58,-82.061413,33.48299
25292,31502.14340,254.58,254.58,-82.061406,33.482999
25296,31498.14340,254.58,254.58,-82.061399,33.483009
25300,31494.14340,254.58,254.58,-82.061392,33.483018
25304,31490.14340,254.58,254.58,-82.061385,33.483027
25308,31486.14340,254.58,254.58,-82.061378,33.483037
25312,31482.14340,254.58,254.58,-82.061371,33.483046
25316,31478.14340,254.58,254.58,-82.061364,33.483055
25320,31474.14340,254.58,254.58,-82.061357,33.483064
25324,31470.14340,254.58,254.58,-82.06135,33.483074
25328,31466.14340,254.58,254.58,-82.061343,33.483083
25332,31462.14340,254.58,254.58,-82.061336,33.483092
25336,31458.14340,254.58,254.58,-82.061329,33.483101
25340,31454.14340,254.58,254.58,-82.061322,33.483111
25344,31450.14340,254.58,254.58,-82.061315,33.48312
25348,31446.14340,254.58,254.58,-82.061308,33.483129
25352,31442.14340,254.58,254.58,-82.061301,33.483139
25356,31438.14340,254.58,254.58,-82.061294,33.483148
25360,31434.14340,254.58,254.58,-82.061287,33.483157
25364,31430.14340,254.58,254.58,-82.061279,33.483166
25368,31426.14340,254.58,254.58,-82.061272,33.483176
25372,31422.14340,254.58,254.58,-82.061265,33.483185
25376,31418.14340,254.58,254.58,-82.061258,33.483194
25380,31414.14340,254.58,254.58,-82.061251,33.483203
25384,31410.14340,254.58,254.58,-82.061244,33.483213
25388,31406.14340,254.58,254.58,-82.061237,33.483222
25392,31402.14340,254.58,254.58,-82.06123,33.483231
25396,31398.14340,254.58,254.58,-82.061223,33.483241
25400,31394.14340,254.58,254.58,-82.061216,33.48325
25404,31390.14340,254.58,254.58,-82.061209,33.483259
25408,31386.14340,254.58,254.58,-82.061202,33.483268
25412,31382.14340,254.58,254.58,-82.061195,33.483278
25416,31378.14340,254.58,254.58,-82.061188,33.483287
25420,31374.14340,254.58,254.58,-82.061181,33.483296
25424,31370.14340,254.58,254.58,-82.061174,33.483305
25428,31366.14340,254.58,254.58,-82.061167,33.483315
25432,31362.14340,254.58,254.58,-82.06116,33.483324
25436,31358.14340,254.58,254.58,-82.061153,33.483333
25440,31354.14340,254.58,254.58,-82.061146,33.483343
25444,31350.14340,254.58,254.58,-82.061139,33.483352
25448,31346.14340,254.58,254.58,-82.061132,33.483361
25452,31342.14340,254.58,254.58,-82.061124,33.48337
25456,31338.14340,254.58,254.58,-82.061117,33.48338
25460,31334.14340,254.58,254.58,-82.06111,33.483389
25464,31330.14340,254.58,254.58,-82.061103,33.483398
25468,31326.14340,254.58,254.58,-82.061096,33.483407
25472,31322.14340,254.58,254.58,-82.061089,33.483417
25476,31318.14340,254.58,254.58,-82.061082,33.483426
25480,31314.14340,254.58,254.58,-82.061075,33.483435
25484,31310.14340,254.58,254.58,-82.061068,33.483445
25488,31306.14340,254.58,254.58,-82.061061,33.483454
25492,31302.14340,254.58,254.58,-82.061054,33.483463
25496,31298.14340,254.58,254.58,-82.061047,33.483472
25500,31294.14340,254.58,254.58,-82.06104,33.483482
25504,31290.14340,254.58,254.58,-82.061033,33.483491
25508,31286.14340,254.58,254.58,-82.061026,33.4835
25512,31282.14340,254.58,254.58,-82.061019,33.483509
25516,31278.14340,254.58,254.58,-82.061012,33.483519
25520,31274.14340,254.58,254.58,-82.061005,33.483528
25524,31270.14340,254.58,254.58,-82.060998,33.483537
25528,31266.14340,254.58,254.58,-82.060991,33.483547
25532,31262.14340,254.58,254.58,-82.060984,33.483556
25536,31258.14340,254.58,254.58,-82.060977,33.483565
25540,31254.14340,254.58,254.58,-82.060969,33.483574
25544,31250.14340,254.58,254.58,-82.060962,33.483584
25548,31246.14340,254.58,254.58,-82.060955,33.483593
25552,31242.14340,254.58,254.58,-82.060948,33.483602
25556,31238.14340,254.58,254.58,-82.060941,33.483612
25560,31234.14340,254.58,254.58,-82.060934,33.483621
25564,31230.14340,254.58,254.58,-82.060927,33.48363
25568,31226.14340,254.58,254.58,-82.06092,33.483639
25572,31222.14340,254.58,254.58,-82.060913,33.483649
25576,31218.14340,254.58,254.58,-82.060906,33.483658
25580,31214.14340,254.58,254.58,-82.060899,33.483667
25584,31210.14340,254.58,254.58,-82.060892,33.483676
25588,31206.14340,254.58,254.58,-82.060885,33.483686
25592,31202.14340,254.58,254.58,-82.060878,33.483695
25596,31198.14340,254.58,254.58,-82.060871,33.483704
25600,31194.14340,254.58,254.58,-82.060864,33.483714
25604,31190.14340,254.58,254.58,-82.060857,33.483723
25608,31186.14340,254.58,254.58,-82.06085,33.483732
25612,31182.14340,254.58,254.58,-82.060843,33.483741
25616,31178.14340,254.58,254.58,-82.060836,33.483751
25620,31174.14340,254.58,254.58,-82.060829,33.48376
25624,31170.14340,254.58,254.58,-82.060822,33.483769
25628,31166.14340,254.58,254.58,-82.060814,33.483778
25632,31162.14340,254.58,254.58,-82.060807,33.483788
25636,31158.14340,254.58,254.58,-82.0608,33.483797
25640,31154.14340,254.58,254.58,-82.060793,33.483806
25644,31150.14340,254.58,254.58,-82.060786,33.483816
25648,31146.14340,254.58,254.58,-82.060779,33.483825
25652,31142.14340,254.58,254.58,-82.060772,33.483834
25656,31138.14340,254.58,254.58,-82.060765,33.483843
25660,31134.14340,254.58,254.58,-82.060758,33.483853
25664,31130.14340,254.58,254.58,-82.060751,33.483862
25668,31126.14340,254.58,254.58,-82.060744,33.483871
25672,31122.14340,254.58,254.58,-82.060737,33.48388
25676,31118.14340,254.58,254.58,-82.06073,33.48389
25680,31114.14340,254.58,254.58,-82.060723,33.483899
25684,31110.14340,254.58,254.58,-82.060716,33.483908
25688,31106.14340,254.58,254.58,-82.060709,33.483918
25692,31102.14340,254.58,254.58,-82.060702,33.483927
25696,31098.14340,254.58,254.58,-82.060695,33.483936
25700,31094.14340,254.58,254.58,-82.060688,33.483945
25704,31090.14340,254.58,254.58,-82.060681,33.483955
25708,31086.14340,254.58,254.58,-82.060674,33.483964
25712,31082.14340,254.58,254.58,-82.060667,33.483973
25716,31078.14340,254.58,254.58,-82.060659,33.483982
25720,31074.14340,254.58,254.58,-82.060652,33.483992
25724,31070.14340,254.58,254.58,-82.060645,33.484001
25728,31066.14340,254.58,254.58,-82.060638,33.48401
25732,31062.14340,254.58,254.58,-82.060631,33.48402
25736,31058.14340,254.58,254.58,-82.060624,33.484029
25740,31054.14340,254.58,254.58,-82.060617,33.484038
25744,31050.14340,254.58,254.58,-82.06061,33.484047
25748,31046.14340,254.58,254.58,-82.060603,33.484057
25752,31042.14340,254.58,254.58,-82.060596,33.484066
25756,31038.14340,254.58,254.58,-82.060589,33.484075
25760,31034.14340,254.58,254.58,-82.060582,33.484084
25764,31030.14340,254.58,254.58,-82.060575,33.484094
25768,31026.14340,254.58,254.58,-82.060568,33.484103
25772,31022.14340,254.58,254.58,-82.060561,33.484112
25776,31018.14340,254.58,254.58,-82.060554,33.484122
25780,31014.14340,254.58,254.58,-82.060547,33.484131
25784,31010.14340,254.58,254.58,-82.06054,33.48414
25788,31006.14340,254.58,254.58,-82.060533,33.484149
25792,31002.14340,254.58,254.58,-82.060526,33.484159
25796,30998.14340,254.58,254.58,-82.060519,33.484168
25800,30994.14340,254.58,254.58,-82.060512,33.484177
25804,30990.14340,254.58,254.58,-82.060504,33.484186
25808,30986.14340,254.58,254.58,-82.060497,33.484196
25812,30982.14340,254.58,254.58,-82.06049,33.484205
25816,30978.14340,254.58,254.58,-82.060485,33.484215
25820,30974.14340,254.58,254.58,-82.060481,33.484225
25824,30970.14340,254.58,254.58,-82.060476,33.484236
25828,30966.14340,254.95,254.58,-82.060471,33.484246
25832,30962.14340,256.50,254.58,-82.060467,33.484256
25836,30958.14340,257.95,254.58,-82.060462,33.484267
25840,30954.14340,262.06,254.58,-82.060458,33.484277
25844,30950.14340,262.06,254.58,-82.060453,33.484287
25848,30946.14340,263.52,254.58,-82.060449,33.484297
25852,30942.14340,265.30,254.58,-82.060444,33.484308
25856,30938.14340,265.94,254.58,-82.060439,33.484318
25860,30934.14340,266.06,254.58,-82.060435,33.484328
25864,30930.14340,265.80,254.58,-82.06043,33.484339
25868,30926.14340,265.67,254.58,-82.060426,33.484349
25872,30922.14340,265.83,254.58,-82.060421,33.484359
25876,30918.14340,266.01,254.58,-82.060417,33.48437
25880,30914.14340,266.10,254.58,-82.060412,33.48438
25884,30910.14340,266.18,254.58,-82.060407,33.48439
25888,30906.14340,266.09,254.58,-82.060403,33.484401
25892,30902.14340,265.98,254.58,-82.060398,33.484411
25896,30898.14340,265.76,254.58,-82.060394,33.484421
25900,30894.14340,265.74,254.58,-82.060389,33.484431
25904,30890.14340,265.61,254.58,-82.060385,33.484442
25908,30886.14340,265.54,254.58,-82.06038,33.484452
25912,30882.14340,265.48,254.58,-82.060376,33.484462
25916,30878.14340,265.79,254.58,-82.060371,33.484473
25920,30874.14340,265.54,254.58,-82.060366,33.484483
25924,30870.14340,265.25,254.57,-82.060362,33.484493
25928,30866.14340,265.18,254.57,-82.060357,33.484504
25932,30862.14340,265.11,254.57,-82.060353,33.484514
25936,30858.14340,265.10,254.57,-82.060348,33.484524
25940,30854.14340,265.10,254.57,-82.060344,33.484535
25944,30850.14340,262.77,254.57,-82.060339,33.484545
25948,30846.14340,261.49,254.57,-82.060334,33.484555
25952,30842.14340,260.28,254.57,-82.06033,33.484565
25956,30838.14340,257.92,254.57,-82.060325,33.484576
25960,30834.14340,257.36,254.57,-82.060321,33.484586
25964,30830.14340,257.09,254.57,-82.060316,33.484596
25968,30826.14340,256.20,254.57,-82.060312,33.484607
25972,30822.14340,256.20,254.57,-82.060307,33.484617
25976,30818.14340,256.20,254.57,-82.060302,33.484627
25980,30814.14340,255.18,254.57,-82.060298,33.484638
25984,30810.14340,255.06,254.57,-82.060293,33.484648
25988,30806.14340,255.19,254.57,-82.060289,33.484658
25992,30802.14340,254.82,254.57,-82.060284,33.484669
25996,30798.14340,254.96,254.57,-82.06028,33.484679
26000,30794.14340,254.89,254.57,-82.060275,33.484689
26004,30790.14340,254.97,254.57,-82.060271,33.484699
26008,30786.14340,255.36,254.57,-82.060266,33.48471
26012,30782.14340,254.57,254.57,-82.060261,33.48472
26016,30778.14340,254.61,254.57,-82.060257,33.48473
26020,30774.14340,254.71,254.50,-82.060252,33.484741
26024,30770.14340,254.43,254.43,-82.060248,33.484751
26028,30766.14340,254.82,254.43,-82.060243,33.484761
26032,30762.14340,255.34,254.39,-82.060239,33.484772
26036,30758.14340,255.34,254.35,-82.060234,33.484782
26040,30754.14340,255.64,254.30,-82.060229,33.484792
26044,30750.14340,255.78,254.26,-82.060225,33.484802
26048,30746.14340,254.22,254.22,-82.06022,33.484813
26052,30742.14340,254.22,254.22,-82.060216,33.484823
26056,30738.14340,254.37,254.22,-82.060211,33.484833
26060,30734.14340,254.11,254.11,-82.060207,33.484844
26064,30730.14340,254.20,254.11,-82.060202,33.484854
26068,30726.14340,254.36,253.95,-82.060197,33.484864
26072,30722.14340,253.79,253.79,-82.060193,33.484875
26076,30718.14340,253.94,253.79,-82.060188,33.484885
26080,30714.14340,254.01,253.69,-82.060184,33.484895
26084,30710.14340,253.60,253.60,-82.060179,33.484906
26088,30706.14340,253.60,253.60,-82.060175,33.484916
26092,30702.14340,253.58,253.58,-82.06017,33.484926
26096,30698.14340,253.29,253.29,-82.060166,33.484936
26100,30694.14340,253.29,253.29,-82.060161,33.484947
26104,30690.14340,252.82,252.82,-82.060156,33.484957
26108,30686.14340,252.63,252.63,-82.060152,33.484967
26112,30682.14340,251.59,251.59,-82.060147,33.484978
26116,30678.14340,248.84,248.84,-82.060143,33.484988
26120,30674.14340,248.38,248.38,-82.060138,33.484998
26124,30670.14340,247.72,247.72,-82.060133,33.485008
26128,30666.14340,246.86,246.86,-82.060128,33.485018
26132,30662.14340,247.33,246.86,-82.060122,33.485029
26136,30658.14340,247.89,246.86,-82.060117,33.485039
26140,30654.14340,248.29,246.85,-82.060112,33.485049
26144,30650.14340,248.49,246.85,-82.060108,33.485059
26148,30646.14340,247.63,246.85,-82.060104,33.48507
26152,30642.14340,247.80,246.84,-82.060101,33.48508
26156,30638.14340,247.93,246.84,-82.060098,33.485091
26160,30634.14340,247.93,246.84,-82.060096,33.485102
26164,30630.14340,247.45,246.83,-82.060093,33.485113
26168,30626.14340,247.78,246.83,-82.060091,33.485123
26172,30622.14340,248.13,246.83,-82.060088,33.485134
26176,30618.14340,248.13,246.83,-82.060085,33.485145
26180,30614.14340,248.59,246.82,-82.060083,33.485156
26184,30610.14340,248.65,246.82,-82.060085,33.485167
26188,30606.14340,248.91,246.82,-82.060087,33.485177
26192,30602.14340,249.02,246.81,-82.06009,33.485188
26196,30598.14340,248.89,246.81,-82.060093,33.485199
26200,30594.14340,248.89,246.81,-82.060097,33.485209
26204,30590.14340,248.87,246.80,-82.060101,33.48522
26208,30586.14340,248.89,246.80,-82.060105,33.48523
26212,30582.14340,248.66,246.80,-82.060109,33.485241
26216,30578.14340,248.40,246.79,-82.060113,33.485251
26220,30574.14340,248.14,246.79,-82.060116,33.485262
26224,30570.14340,247.94,246.79,-82.060119,33.485273
26228,30566.14340,247.89,246.78,-82.060122,33.485283
26232,30562.14340,248.00,246.78,-82.060124,33.485294
26236,30558.14340,248.00,246.78,-82.060127,33.485305
26240,30554.14340,247.89,246.78,-82.06013,33.485316
26244,30550.14340,247.68,246.77,-82.060133,33.485326
26248,30546.14340,247.74,246.77,-82.060137,33.485337
26252,30542.14340,247.73,246.77,-82.06014,33.485347
26256,30538.14340,247.35,246.76,-82.060144,33.485358
26260,30534.14340,246.76,246.76,-82.060147,33.485369
26264,30530.14340,246.46,246.46,-82.060148,33.485379
26268,30526.14340,246.81,246.46,-82.060148,33.48539
26272,30522.14340,246.81,246.46,-82.060148,33.485401
26276,30518.14340,246.95,246.46,-82.060147,33.485412
26280,30514.14340,247.06,246.46,-82.060143,33.485423
26284,30510.14340,246.89,246.45,-82.060139,33.485433
26288,30506.14340,246.68,246.45,-82.060135,33.485444
26292,30502.14340,246.47,246.45,-82.06013,33.485454
26296,30498.14340,246.45,246.45,-82.060126,33.485464
26300,30494.14340,246.45,246.45,-82.060122,33.485475
26304,30490.14340,246.45,246.45,-82.060116,33.485485
26308,30486.14340,246.45,246.45,-82.060108,33.485493
26312,30482.14340,245.49,245.49,-82.060099,33.485501
26316,30478.14340,245.29,245.29,-82.060091,33.48551
26320,30474.14340,244.85,244.85,-82.060083,33.485518
26324,30470.14340,244.75,244.75,-82.060074,33.485527
26328,30466.14340,244.55,244.55,-82.060066,33.485535
26332,30462.14340,244.11,244.11,-82.060057,33.485544
26336,30458.14340,244.38,244.11,-82.060049,33.485552
26340,30454.14340,244.38,244.11,-82.060039,33.485559
26344,30450.14340,244.61,244.11,-82.060029,33.485566
26348,30446.14340,244.76,244.11,-82.060019,33.485574
26352,30442.14340,244.11,244.11,-82.060009,33.485581
26356,30438.14340,244.11,244.11,-82.059999,33.485588
26360,30434.14340,244.04,244.04,-82.059989,33.485595
26364,30430.14340,243.89,243.89,-82.059979,33.485602
26368,30426.14340,243.95,243.89,-82.059969,33.485609
26372,30422.14340,244.04,243.87,-82.059963,33.485619
26376,30418.14340,244.02,243.86,-82.059957,33.485629
26380,30414.14340,243.98,243.84,-82.059951,33.485638
26384,30410.14340,243.82,243.82,-82.059945,33.485648
26388,30406.14340,243.78,243.78,-82.059939,33.485658
26392,30402.14340,243.87,243.78,-82.059934,33.485668
26396,30398.14340,243.85,243.72,-82.059933,33.485679
26400,30394.14340,243.81,243.67,-82.059932,33.48569
26404,30390.14340,243.61,243.61,-82.059932,33.485701
26408,30386.14340,243.64,243.61,-82.059931,33.485712
26412,30382.14340,244.61,243.60,-82.05993,33.485723
26416,30378.14340,245.99,243.59,-82.059929,33.485734
26420,30374.14340,246.04,243.59,-82.059929,33.485745
26424,30370.14340,245.12,243.58,-82.059926,33.485755
26428,30366.14340,245.35,243.57,-82.059919,33.485765
26432,30362.14340,244.06,243.56,-82.059912,33.485774
26436,30358.14340,243.69,243.56,-82.059906,33.485783
26440,30354.14340,243.69,243.55,-82.059899,33.485793
26444,30350.14340,243.99,243.54,-82.059892,33.485802
26448,30346.14340,245.31,243.53,-82.059885,33.485812
26452,30342.14340,246.16,243.52,-82.059881,33.485822
26456,30338.14340,244.02,243.52,-82.059877,33.485833
26460,30334.14340,245.28,243.51,-82.059874,33.485843
26464,30330.14340,246.16,243.50,-82.059871,33.485854
26468,30326.14340,246.47,243.49,-82.059867,33.485864
26472,30322.14340,246.34,243.48,-82.059864,33.485875
26476,30318.14340,246.34,243.48,-82.059857,33.485884
26480,30314.14340,246.67,243.47,-82.05985,33.485893
26484,30310.14340,246.67,243.46,-82.059842,33.485903
26488,30306.14340,246.28,243.45,-82.059835,33.485912
26492,30302.14340,245.96,243.45,-82.059828,33.485921
26496,30298.14340,244.22,243.44,-82.05982,33.48593
26500,30294.14340,243.43,243.43,-82.059813,33.485939
26504,30290.14340,243.43,243.43,-82.059806,33.485949
26508,30286.14340,244.78,243.43,-82.0598,33.485958
26512,30282.14340,243.92,243.42,-82.059793,33.485967
26516,30278.14340,244.24,243.41,-82.059786,33.485977
26520,30274.14340,244.22,243.40,-82.059779,33.485986
26524,30270.14340,244.68,243.40,-82.059772,33.485995
26528,30266.14340,243.97,243.39,-82.059766,33.486005
26532,30262.14340,243.62,243.38,-82.059761,33.486015
26536,30258.14340,243.37,243.37,-82.059755,33.486025
26540,30254.14340,243.37,243.37,-82.05975,33.486035
26544,30250.14340,243.27,243.27,-82.059744,33.486045
26548,30246.14340,243.27,243.27,-82.059738,33.486055
26552,30242.14340,244.11,243.27,-82.059733,33.486065
26556,30238.14340,244.92,243.27,-82.059727,33.486075
26560,30234.14340,245.78,243.27,-82.059721,33.486084
26564,30230.14340,246.59,243.27,-82.059714,33.486094
26568,30226.14340,247.03,243.27,-82.059708,33.486104
26572,30222.14340,246.18,243.27,-82.059702,33.486113
26576,30218.14340,245.46,243.27,-82.059696,33.486123
26580,30214.14340,245.46,243.27,-82.05969,33.486133
26584,30210.14340,244.99,243.27,-82.059683,33.486143
26588,30206.14340,245.62,243.27,-82.059677,33.486152
26592,30202.14340,244.90,243.27,-82.059671,33.486162
26596,30198.14340,243.73,243.27,-82.059665,33.486172
26600,30194.14340,243.45,243.27,-82.059659,33.486182
26604,30190.14340,243.27,243.27,-82.059654,33.486192
26608,30186.14340,243.55,243.27,-82.059648,33.486201
26612,30182.14340,243.63,243.26,-82.059643,33.486211
26616,30178.14340,243.63,243.26,-82.059637,33.486221
26620,30174.14340,243.35,243.25,-82.059631,33.486231
26624,30170.14340,244.17,243.24,-82.059626,33.486241
26628,30166.14340,243.80,243.23,-82.05962,33.486251
26632,30162.14340,243.82,243.23,-82.059614,33.486261
26636,30158.14340,243.83,243.22,-82.059608,33.486271
26640,30154.14340,243.21,243.21,-82.059602,33.48628
26644,30150.14340,243.41,243.21,-82.059596,33.48629
26648,30146.14340,243.57,243.20,-82.05959,33.4863
26652,30142.14340,243.57,243.20,-82.059584,33.48631
26656,30138.14340,244.36,243.19,-82.059578,33.486319
26660,30134.14340,243.41,243.18,-82.059572,33.486329
26664,30130.14340,243.41,243.18,-82.059566,33.486339
26668,30126.14340,243.17,243.17,-82.05956,33.486349
26672,30122.14340,243.28,243.17,-82.059553,33.486358
26676,30118.14340,243.08,243.08,-82.059547,33.486368
26680,30114.14340,242.73,242.73,-82.059541,33.486378
26684,30110.14340,242.61,242.61,-82.059534,33.486387
26688,30106.14340,242.61,242.61,-82.059528,33.486397
26692,30102.14340,243.25,242.61,-82.059521,33.486406
26696,30098.14340,243.08,242.60,-82.059515,33.486416
26700,30094.14340,244.11,242.60,-82.059511,33.486426
26704,30090.14340,244.11,242.59,-82.059507,33.486437
26708,30086.14340,244.74,242.59,-82.059503,33.486447
26712,30082.14340,245.13,242.58,-82.059499,33.486458
26716,30078.14340,245.47,242.58,-82.059495,33.486468
26720,30074.14340,245.80,242.57,-82.059491,33.486479
26724,30070.14340,246.13,242.57,-82.059487,33.486489
26728,30066.14340,245.56,242.56,-82.059483,33.4865
26732,30062.14340,244.13,242.56,-82.059479,33.48651
26736,30058.14340,244.13,242.55,-82.059474,33.486521
26740,30054.14340,244.07,242.55,-82.05947,33.486531
26744,30050.14340,244.07,242.54,-82.05946,33.486538
26748,30046.14340,243.98,242.54,-82.059451,33.486546
26752,30042.14340,243.75,242.53,-82.059441,33.486554
26756,30038.14340,244.82,242.53,-82.059432,33.486561
26760,30034.14340,243.53,242.52,-82.059423,33.486569
26764,30030.14340,243.56,242.52,-82.059413,33.486576
26768,30026.14340,242.93,242.51,-82.059409,33.486587
26772,30022.14340,243.90,242.51,-82.059405,33.486597
26776,30018.14340,243.19,242.50,-82.059401,33.486608
26780,30014.14340,243.19,242.50,-82.059397,33.486618
26784,30010.14340,243.16,242.49,-82.059393,33.486629
26788,30006.14340,243.16,242.49,-82.059389,33.486639
26792,30002.14340,242.48,242.48,-82.059386,33.48665
26796,29998.14340,242.11,242.11,-82.059382,33.48666
26800,29994.14340,242.24,242.11,-82.059378,33.486671
26804,29990.14340,241.98,241.98,-82.059374,33.486681
26808,29986.14340,241.94,241.94,-82.05937,33.486692
26812,29982.14340,241.92,241.92,-82.059366,33.486702
26816,29978.14340,241.76,241.76,-82.059362,33.486713
26820,29974.14340,241.76,241.76,-82.059359,33.486723
26824,29970.14340,241.98,241.76,-82.059355,33.486734
26828,29966.14340,243.88,241.76,-82.059351,33.486744
26832,29962.14340,244.96,241.76,-82.059345,33.486754
26836,29958.14340,244.98,241.76,-82.059338,33.486764
26840,29954.14340,245.04,241.76,-82.059332,33.486773
26844,29950.14340,245.04,241.76,-82.059325,33.486783
26848,29946.14340,245.04,241.76,-82.059319,33.486792
26852,29942.14340,244.91,241.76,-82.059312,33.486802
26856,29938.14340,244.91,241.76,-82.059306,33.486811
26860,29934.14340,244.88,241.76,-82.0593,33.486821
26864,29930.14340,244.98,241.76,-82.059293,33.486831
26868,29926.14340,245.25,241.76,-82.059287,33.48684
26872,29922.14340,245.07,241.76,-82.05928,33.48685
26876,29918.14340,245.13,241.76,-82.059274,33.486859
26880,29914.14340,245.07,241.76,-82.059267,33.486869
26884,29910.14340,244.90,241.76,-82.059262,33.486879
26888,29906.14340,243.82,241.76,-82.059257,33.486889
26892,29902.14340,241.95,241.76,-82.059251,33.486899
26896,29898.14340,241.98,241.76,-82.059246,33.486909
26900,29894.14340,241.83,241.76,-82.059241,33.486919
26904,29890.14340,242.97,241.76,-82.059236,33.486929
26908,29886.14340,242.85,241.76,-82.05923,33.486939
26912,29882.14340,241.76,241.76,-82.059225,33.486949
26916,29878.14340,241.71,241.71,-82.05922,33.48696
26920,29874.14340,243.19,241.71,-82.059215,33.48697
26924,29870.14340,243.19,241.65,-82.05921,33.48698
26928,29866.14340,243.84,241.59,-82.059205,33.48699
26932,29862.14340,242.98,241.54,-82.0592,33.487
26936,29858.14340,242.98,241.48,-82.059195,33.48701
26940,29854.14340,242.65,241.42,-82.05919,33.48702
26944,29850.14340,241.36,241.36,-82.059183,33.48703
26948,29846.14340,241.15,241.15,-82.059177,33.48704
26952,29842.14340,241.60,241.15,-82.059171,33.487049
26956,29838.14340,241.73,241.13,-82.059164,33.487059
26960,29834.14340,242.46,241.10,-82.059158,33.487068
26964,29830.14340,241.55,241.08,-82.059152,33.487078
26968,29826.14340,241.65,241.05,-82.059145,33.487088
