cng_(Feet),DISTANCE_FROM_MOUTH,ELEVATION,ADJUSTED_ELEVATION,LONGITUDE,LATITUDE
51580,5214.14340,152.01,152.01,-82.011227,33.492729
51584,5210.14340,152.01,152.01,-82.011218,33.492721
51588,5206.14340,152.01,152.01,-82.011209,33.492714
51592,5202.14340,152.01,152.01,-82.0112,33.492706
51596,5198.14340,152.01,152.01,-82.01119,33.492698
51600,5194.14340,152.01,152.01,-82.011181,33.49269
51604,5190.14340,152.01,152.01,-82.011172,33.492683
51608,5186.14340,152.01,152.01,-82.011163,33.492675
51612,5182.14340,152.01,152.01,-82.011153,33.492667
51616,5178.14340,152.01,152.01,-82.011144,33.492659
51620,5174.14340,152.01,152.01,-82.011135,33.492651
51624,5170.14340,152.01,152.01,-82.011125,33.492644
51628,5166.14340,152.01,152.01,-82.011116,33.492636
51632,5162.14340,152.01,152.01,-82.011107,33.492628
51636,5158.14340,152.01,152.01,-82.011098,33.49262
51640,5154.14340,152.01,152.01,-82.011088,33.492612
51644,5150.14340,152.01,152.01,-82.011079,33.492605
51648,5146.14340,152.01,152.01,-82.01107,33.492597
51652,5142.14340,152.01,152.01,-82.011061,33.492589
51656,5138.14340,152.01,152.01,-82.011051,33.492581
51660,5134.14340,152.01,152.01,-82.011042,33.492574
51664,5130.14340,152.01,152.01,-82.011033,33.492566
51668,5126.14340,152.01,152.01,-82.011024,33.492558
51672,5122.14340,152.01,152.01,-82.011014,33.49255
51676,5118.14340,152.01,152.01,-82.011005,33.492542
51680,5114.14340,152.01,152.01,-82.010996,33.492535
51684,5110.14340,152.01,152.01,-82.010986,33.492527
51688,5106.14340,152.01,152.01,-82.010977,33.492519
51692,5102.14340,152.01,152.01,-82.010968,33.492511
51696,5098.14340,152.01,152.01,-82.010959,33.492503
51700,5094.14340,152.01,152.01,-82.010949,33.492496
51704,5090.14340,152.01,152.01,-82.01094,33.492488
51708,5086.14340,152.01,152.01,-82.010931,33.49248
51712,5082.14340,152.01,152.01,-82.010922,33.492472
51716,5078.14340,152.01,152.01,-82.010912,33.492465
51720,5074.14340,152.14,152.01,-82.010903,33.492457
51724,5070.14340,152.14,152.01,-82.010894,33.492449
51728,5066.14340,152.71,152.01,-82.010885,33.492441
51732,5062.14340,152.67,152.01,-82.010875,33.492433
51736,5058.14340,152.67,152.01,-82.010866,33.492426
51740,5054.14340,152.01,152.01,-82.010857,33.492418
51744,5050.14340,152.01,152.01,-82.010848,33.49241
51748,5046.14340,152.01,152.01,-82.010838,33.492402
51752,5042.14340,152.01,152.01,-82.010829,33.492394
51756,5038.14340,152.01,152.01,-82.01082,33.492387
51760,5034.14340,152.01,152.01,-82.01081,33.492379
51764,5030.14340,152.01,152.01,-82.010801,33.492371
51768,5026.14340,152.01,152.01,-82.010792,33.492363
51772,5022.14340,152.01,152.01,-82.010783,33.492356
51776,5018.14340,152.01,152.01,-82.010773,33.492348
51780,5014.14340,152.01,152.01,-82.010764,33.49234
51784,5010.14340,152.01,152.01,-82.010755,33.492332
51788,5006.14340,152.01,152.01,-82.010742,33.492332
51792,5002.14340,152.38,152.01,-82.010729,33.492332
51796,4998.14340,152.33,152.01,-82.010719,33.492324
51800,4994.14340,152.33,152.01,-82.01071,33.492317
51804,4990.14340,152.15,152.01,-82.010701,33.492309
51808,4986.14340,152.13,152.01,-82.010692,33.492301
51812,4982.14340,152.10,152.01,-82.010682,33.492293
51816,4978.14340,152.10,152.01,-82.010673,33.492285
51820,4974.14340,152.09,152.01,-82.010664,33.492278
51824,4970.14340,152.07,152.01,-82.010655,33.49227
51828,4966.14340,152.07,152.01,-82.010645,33.492262
51832,4962.14340,152.02,152.01,-82.010636,33.492254
51836,4958.14340,152.02,152.01,-82.010627,33.492247
51840,4954.14340,152.02,152.01,-82.010617,33.492239
51844,4950.14340,152.21,152.01,-82.010608,33.492231
51848,4946.14340,152.94,152.01,-82.010599,33.492223
51852,4942.14340,152.03,152.01,-82.01059,33.492215
51856,4938.14340,152.03,152.01,-82.010579,33.492211
51860,4934.14340,152.48,152.01,-82.010567,33.492208
51864,4930.14340,152.68,152.01,-82.010558,33.4922
51868,4926.14340,153.05,152.01,-82.010545,33.4922
51872,4922.14340,152.12,152.01,-82.010532,33.4922
51876,4918.14340,152.94,152.01,-82.010519,33.4922
51880,4914.14340,152.94,152.01,-82.010506,33.4922
51884,4910.14340,152.04,152.01,-82.010496,33.492192
51888,4906.14340,152.88,152.01,-82.010485,33.492189
51892,4902.14340,152.88,152.01,-82.010474,33.492184
51896,4898.14340,152.23,152.01,-82.010464,33.492178
51900,4894.14340,152.70,152.01,-82.010452,33.492176
51904,4890.14340,152.20,152.01,-82.010442,33.492169
51908,4886.14340,152.49,152.01,-82.010433,33.492161
51912,4882.14340,152.49,152.01,-82.010424,33.492153
51916,4878.14340,152.15,152.01,-82.010414,33.492145
51920,4874.14340,152.74,152.01,-82.010402,33.492145
51924,4870.14340,152.74,152.01,-82.010389,33.492145
51928,4866.14340,152.06,152.01,-82.010379,33.492137
51932,4862.14340,152.01,152.01,-82.010368,33.492134
51936,4858.14340,152.56,152.01,-82.010355,33.492134
51940,4854.14340,152.56,152.01,-82.010343,33.49213
51944,4850.14340,152.04,152.01,-82.010334,33.492123
51948,4846.14340,152.62,152.01,-82.010321,33.492123
51952,4842.14340,152.75,152.01,-82.010308,33.492122
51956,4838.14340,152.33,152.01,-82.010299,33.492114
51960,4834.14340,152.33,152.01,-82.010287,33.492112
51964,4830.14340,152.90,152.01,-82.010274,33.492111
51968,4826.14340,152.90,152.01,-82.010263,33.492106
51972,4822.14340,152.61,152.01,-82.010253,33.4921
51976,4818.14340,152.92,152.01,-82.010241,33.492098
51980,4814.14340,152.57,152.01,-82.010232,33.492091
51984,4810.14340,152.06,152.01,-82.010222,33.492083
51988,4806.14340,152.06,152.01,-82.010211,33.492078
51992,4802.14340,152.51,152.01,-82.010198,33.492078
51996,4798.14340,152.93,152.01,-82.010187,33.492075
52000,4794.14340,152.27,152.01,-82.010178,33.492067
52004,4790.14340,152.27,152.01,-82.010168,33.492059
52008,4786.14340,152.27,152.01,-82.010159,33.492052
52012,4782.14340,152.01,152.01,-82.010149,33.492045
52016,4778.14340,152.01,152.01,-82.010136,33.492045
52020,4774.14340,152.01,152.01,-82.010123,33.492045
52024,4770.14340,152.11,152.01,-82.01011,33.492045
52028,4766.14340,152.48,152.01,-82.010096,33.492045
52032,4762.14340,152.82,152.01,-82.010084,33.492044
52036,4758.14340,152.22,152.01,-82.010075,33.492036
52040,4754.14340,152.46,152.01,-82.010063,33.492034
52044,4750.14340,152.46,152.01,-82.010049,33.492034
52048,4746.14340,152.54,152.01,-82.010036,33.492034
52052,4742.14340,152.45,152.01,-82.010023,33.492034
52056,4738.14340,152.37,152.01,-82.01001,33.492034
52060,4734.14340,152.28,152.01,-82.009997,33.492034
52064,4730.14340,152.26,152.01,-82.009984,33.492034
52068,4726.14340,152.14,152.01,-82.009971,33.492034
52072,4722.14340,152.03,152.01,-82.009958,33.492034
52076,4718.14340,152.01,152.01,-82.009944,33.492034
52080,4714.14340,152.01,152.01,-82.009931,33.492034
52084,4710.14340,152.01,152.01,-82.009918,33.492034
52088,4706.14340,152.01,152.01,-82.009905,33.492034
52092,4702.14340,152.01,152.01,-82.009892,33.492034
52096,4698.14340,152.01,152.01,-82.009879,33.492034
52100,4694.14340,152.01,152.01,-82.009866,33.492034
52104,4690.14340,152.01,152.01,-82.009853,33.492034
52108,4686.14340,152.01,152.01,-82.00984,33.492034
52112,4682.14340,152.01,152.01,-82.009826,33.492034
52116,4678.14340,152.01,152.01,-82.009813,33.492034
52120,4674.14340,152.01,152.01,-82.0098,33.492034
52124,4670.14340,152.01,152.01,-82.009787,33.492034
52128,4666.14340,152.01,152.01,-82.009774,33.492034
52132,4662.14340,152.01,152.01,-82.009761,33.492034
52136,4658.14340,152.01,152.01,-82.009748,33.492034
52140,4654.14340,152.01,152.01,-82.009735,33.492034
52144,4650.14340,152.01,152.01,-82.009721,33.492034
52148,4646.14340,152.01,152.01,-82.009708,33.492034
52152,4642.14340,152.01,152.01,-82.009695,33.492034
52156,4638.14340,152.01,152.01,-82.009682,33.492034
52160,4634.14340,152.01,152.01,-82.009669,33.492034
52164,4630.14340,152.01,152.01,-82.009656,33.492034
52168,4626.14340,152.01,152.01,-82.009643,33.492034
52172,4622.14340,152.01,152.01,-82.00963,33.492034
52176,4618.14340,152.01,152.01,-82.009616,33.492034
52180,4614.14340,152.01,152.01,-82.009603,33.492034
52184,4610.14340,152.01,152.01,-82.00959,33.492034
52188,4606.14340,152.01,152.01,-82.009577,33.492034
52192,4602.14340,152.01,152.01,-82.009564,33.492034
52196,4598.14340,152.01,152.01,-82.009551,33.492034
52200,4594.14340,152.01,152.01,-82.009538,33.492034
52204,4590.14340,152.01,152.01,-82.009525,33.492034
52208,4586.14340,152.01,152.01,-82.009511,33.492034
52212,4582.14340,152.01,152.01,-82.009498,33.492034
52216,4578.14340,152.01,152.01,-82.009485,33.492034
52220,4574.14340,152.01,152.01,-82.009472,33.492034
52224,4570.14340,152.01,152.01,-82.009459,33.492034
52228,4566.14340,152.01,152.01,-82.009446,33.492033
52232,4562.14340,152.01,152.01,-82.009433,33.492033
52236,4558.14340,152.01,152.01,-82.00942,33.492033
52240,4554.14340,152.01,152.01,-82.009407,33.492033
52244,4550.14340,152.01,152.01,-82.009393,33.492033
52248,4546.14340,152.06,152.01,-82.00938,33.492033
52252,4542.14340,152.01,152.01,-82.00937,33.49204
52256,4538.14340,152.01,152.01,-82.009359,33.492044
52260,4534.14340,152.01,152.01,-82.009348,33.492047
52264,4530.14340,152.01,152.01,-82.009338,33.492055
52268,4526.14340,152.01,152.01,-82.009326,33.492055
52272,4522.14340,152.25,152.01,-82.009316,33.492063
52276,4518.14340,152.25,152.01,-82.009307,33.492071
52280,4514.14340,152.01,152.01,-82.009297,33.492078
52284,4510.14340,152.01,152.01,-82.009288,33.492086
52288,4506.14340,152.01,152.01,-82.009276,33.492088
52292,4502.14340,152.01,152.01,-82.009263,33.492088
52296,4498.14340,152.01,152.01,-82.00925,33.492088
52300,4494.14340,152.01,152.01,-82.009237,33.492088
52304,4490.14340,152.16,152.01,-82.009224,33.492088
52308,4486.14340,152.01,152.01,-82.009211,33.492088
52312,4482.14340,152.01,152.01,-82.009197,33.492088
52316,4478.14340,152.01,152.01,-82.009184,33.492088
52320,4474.14340,152.01,152.01,-82.009171,33.492088
52324,4470.14340,152.01,152.01,-82.009158,33.492088
52328,4466.14340,152.01,152.01,-82.009145,33.492088
52332,4462.14340,152.01,152.01,-82.009132,33.492088
52336,4458.14340,152.01,152.01,-82.009119,33.492088
52340,4454.14340,152.01,152.01,-82.009106,33.492088
52344,4450.14340,152.01,152.01,-82.009092,33.492088
52348,4446.14340,152.01,152.01,-82.009079,33.492088
52352,4442.14340,152.01,152.01,-82.009066,33.492088
52356,4438.14340,152.01,152.01,-82.009053,33.492088
52360,4434.14340,152.01,152.01,-82.00904,33.492088
52364,4430.14340,152.01,152.01,-82.009027,33.492088
52368,4426.14340,152.01,152.01,-82.009014,33.492088
52372,4422.14340,152.01,152.01,-82.009001,33.492088
52376,4418.14340,152.01,152.01,-82.008987,33.492088
52380,4414.14340,152.01,152.01,-82.008974,33.492088
52384,4410.14340,152.01,152.01,-82.008961,33.492088
52388,4406.14340,152.01,152.01,-82.008948,33.492088
52392,4402.14340,152.01,152.01,-82.008935,33.492088
52396,4398.14340,152.01,152.01,-82.008922,33.492088
52400,4394.14340,152.01,152.01,-82.008909,33.492088
52404,4390.14340,152.01,152.01,-82.008896,33.492088
52408,4386.14340,152.01,152.01,-82.008883,33.492088
52412,4382.14340,152.01,152.01,-82.008869,33.492088
52416,4378.14340,152.01,152.01,-82.008856,33.492088
52420,4374.14340,152.01,152.01,-82.008843,33.492088
52424,4370.14340,152.01,152.01,-82.00883,33.492088
52428,4366.14340,152.01,152.01,-82.008817,33.492088
52432,4362.14340,152.01,152.01,-82.008804,33.492088
52436,4358.14340,152.01,152.01,-82.008791,33.492088
52440,4354.14340,152.01,152.01,-82.008778,33.492088
52444,4350.14340,152.01,152.01,-82.008764,33.492088
52448,4346.14340,152.01,152.01,-82.008751,33.492088
52452,4342.14340,152.01,152.01,-82.008738,33.492088
52456,4338.14340,152.01,152.01,-82.008725,33.492088
52460,4334.14340,152.01,152.01,-82.008712,33.492088
52464,4330.14340,152.01,152.01,-82.008699,33.492088
52468,4326.14340,152.01,152.01,-82.008686,33.492087
52472,4322.14340,152.01,152.01,-82.008673,33.492087
52476,4318.14340,152.01,152.01,-82.008659,33.492087
52480,4314.14340,152.01,152.01,-82.008646,33.492087
52484,4310.14340,152.01,152.01,-82.008633,33.492087
52488,4306.14340,152.01,152.01,-82.00862,33.492087
52492,4302.14340,152.01,152.01,-82.008607,33.492087
52496,4298.14340,152.01,152.01,-82.008594,33.492087
52500,4294.14340,152.01,152.01,-82.008581,33.492087
52504,4290.14340,152.01,152.01,-82.008568,33.492087
52508,4286.14340,152.01,152.01,-82.008555,33.492087
52512,4282.14340,152.01,152.01,-82.008541,33.492087
52516,4278.14340,152.01,152.01,-82.008528,33.492087
52520,4274.14340,152.01,152.01,-82.008515,33.492087
52524,4270.14340,152.01,152.01,-82.008502,33.492087
52528,4266.14340,152.01,152.01,-82.008489,33.492087
52532,4262.14340,152.01,152.01,-82.008476,33.492087
52536,4258.14340,152.01,152.01,-82.008463,33.492087
52540,4254.14340,152.01,152.01,-82.00845,33.492087
52544,4250.14340,152.01,152.01,-82.008436,33.492087
52548,4246.14340,152.01,152.01,-82.008423,33.492087
52552,4242.14340,152.01,152.01,-82.00841,33.492087
52556,4238.14340,152.01,152.01,-82.008397,33.492087
52560,4234.14340,152.01,152.01,-82.008384,33.492087
52564,4230.14340,152.01,152.01,-82.008371,33.492087
52568,4226.14340,152.01,152.01,-82.008358,33.492087
52572,4222.14340,152.01,152.01,-82.008345,33.492087
52576,4218.14340,152.01,152.01,-82.008331,33.492087
52580,4214.14340,152.01,152.01,-82.008318,33.492087
52584,4210.14340,152.01,152.01,-82.008305,33.492087
52588,4206.14340,152.01,152.01,-82.008292,33.492087
52592,4202.14340,152.01,152.01,-82.008279,33.492087
52596,4198.14340,152.01,152.01,-82.008266,33.492087
52600,4194.14340,152.01,152.01,-82.008253,33.492087
52604,4190.14340,152.01,152.01,-82.00824,33.492087
52608,4186.14340,152.01,152.01,-82.008226,33.492087
52612,4182.14340,152.01,152.01,-82.008213,33.492087
52616,4178.14340,152.01,152.01,-82.0082,33.492087
52620,4174.14340,152.01,152.01,-82.008187,33.492087
52624,4170.14340,152.01,152.01,-82.008174,33.492087
52628,4166.14340,152.01,152.01,-82.008161,33.492087
52632,4162.14340,152.01,152.01,-82.008148,33.492087
52636,4158.14340,152.01,152.01,-82.008135,33.492087
52640,4154.14340,152.01,152.01,-82.008122,33.492087
52644,4150.14340,152.01,152.01,-82.008108,33.492087
52648,4146.14340,152.01,152.01,-82.008095,33.492087
52652,4142.14340,152.01,152.01,-82.008082,33.492087
52656,4138.14340,152.01,152.01,-82.008069,33.492087
52660,4134.14340,152.01,152.01,-82.008056,33.492087
52664,4130.14340,152.01,152.01,-82.008043,33.492087
52668,4126.14340,152.01,152.01,-82.00803,33.492087
52672,4122.14340,152.01,152.01,-82.008017,33.492087
52676,4118.14340,152.01,152.01,-82.008003,33.492087
52680,4114.14340,152.01,152.01,-82.00799,33.492087
52684,4110.14340,152.01,152.01,-82.007977,33.492087
52688,4106.14340,152.01,152.01,-82.007964,33.492087
52692,4102.14340,152.01,152.01,-82.007951,33.492087
52696,4098.14340,152.01,152.01,-82.007938,33.492087
52700,4094.14340,152.01,152.01,-82.007925,33.492087
52704,4090.14340,152.01,152.01,-82.007912,33.492086
52708,4086.14340,152.01,152.01,-82.007898,33.492086
52712,4082.14340,152.01,152.01,-82.007885,33.492086
52716,4078.14340,152.01,152.01,-82.007872,33.492086
52720,4074.14340,152.01,152.01,-82.007859,33.492086
52724,4070.14340,152.01,152.01,-82.007846,33.492086
52728,4066.14340,152.01,152.01,-82.007833,33.492086
52732,4062.14340,152.01,152.01,-82.00782,33.492086
52736,4058.14340,152.01,152.01,-82.007807,33.492086
52740,4054.14340,152.01,152.01,-82.007794,33.492086
52744,4050.14340,152.01,152.01,-82.00778,33.492086
52748,4046.14340,152.01,152.01,-82.007767,33.492086
52752,4042.14340,152.01,152.01,-82.007754,33.492086
52756,4038.14340,152.01,152.01,-82.007741,33.492086
52760,4034.14340,152.01,152.01,-82.007728,33.492086
52764,4030.14340,152.01,152.01,-82.007715,33.492086
52768,4026.14340,152.01,152.01,-82.007702,33.492086
52772,4022.14340,152.01,152.01,-82.007689,33.492086
52776,4018.14340,152.01,152.01,-82.007675,33.492086
52780,4014.14340,152.01,152.01,-82.007662,33.492086
52784,4010.14340,152.01,152.01,-82.007649,33.492086
52788,4006.14340,152.01,152.01,-82.007636,33.492086
52792,4002.14340,152.01,152.01,-82.007623,33.492086
52796,3998.14340,152.01,152.01,-82.00761,33.492086
52800,3994.14340,152.01,152.01,-82.007597,33.492086
52804,3990.14340,152.01,152.01,-82.007586,33.492092
52808,3986.14340,152.01,152.01,-82.007577,33.492099
52812,3982.14340,152.01,152.01,-82.007568,33.492107
52816,3978.14340,152.01,152.01,-82.007558,33.492115
52820,3974.14340,152.01,152.01,-82.007549,33.492123
52824,3970.14340,152.01,152.01,-82.00754,33.49213
52828,3966.14340,152.01,152.01,-82.007531,33.492138
52832,3962.14340,152.01,152.01,-82.007521,33.492146
52836,3958.14340,152.01,152.01,-82.007512,33.492154
52840,3954.14340,152.01,152.01,-82.007503,33.492161
52844,3950.14340,152.01,152.01,-82.007493,33.492169
52848,3946.14340,152.01,152.01,-82.007484,33.492177
52852,3942.14340,152.01,152.01,-82.007475,33.492185
52856,3938.14340,152.01,152.01,-82.007466,33.492193
52860,3934.14340,152.01,152.01,-82.007456,33.4922
52864,3930.14340,152.01,152.01,-82.007447,33.492208
52868,3926.14340,152.01,152.01,-82.007438,33.492216
52872,3922.14340,152.01,152.01,-82.007428,33.492224
52876,3918.14340,152.01,152.01,-82.007419,33.492231
52880,3914.14340,152.01,152.01,-82.00741,33.492239
52884,3910.14340,152.01,152.01,-82.0074,33.492247
52888,3906.14340,152.01,152.01,-82.007391,33.492255
52892,3902.14340,152.01,152.01,-82.007382,33.492262
52896,3898.14340,152.01,152.01,-82.007373,33.49227
52900,3894.14340,152.01,152.01,-82.007363,33.492278
52904,3890.14340,152.01,152.01,-82.007354,33.492286
52908,3886.14340,152.01,152.01,-82.007345,33.492293
52912,3882.14340,152.01,152.01,-82.007335,33.492301
52916,3878.14340,152.01,152.01,-82.007326,33.492309
52920,3874.14340,152.01,152.01,-82.007317,33.492317
52924,3870.14340,152.01,152.01,-82.007308,33.492324
52928,3866.14340,152.01,152.01,-82.007298,33.492332
52932,3862.14340,152.01,152.01,-82.007289,33.49234
52936,3858.14340,152.01,152.01,-82.00728,33.492348
52940,3854.14340,152.01,152.01,-82.00727,33.492356
52944,3850.14340,152.01,152.01,-82.007261,33.492363
52948,3846.14340,152.01,152.01,-82.007252,33.492371
52952,3842.14340,152.01,152.01,-82.007243,33.492379
52956,3838.14340,152.01,152.01,-82.007233,33.492387
52960,3834.14340,152.01,152.01,-82.007224,33.492394
52964,3830.14340,152.01,152.01,-82.007215,33.492402
52968,3826.14340,152.01,152.01,-82.007205,33.49241
52972,3822.14340,152.01,152.01,-82.007196,33.492418
52976,3818.14340,152.01,152.01,-82.007187,33.492425
52980,3814.14340,152.01,152.01,-82.007177,33.492433
52984,3810.14340,152.01,152.01,-82.007168,33.492441
52988,3806.14340,152.01,152.01,-82.007159,33.492449
52992,3802.14340,152.01,152.01,-82.00715,33.492456
52996,3798.14340,152.01,152.01,-82.00714,33.492464
53000,3794.14340,152.01,152.01,-82.007131,33.492472
53004,3790.14340,152.01,152.01,-82.007122,33.49248
53008,3786.14340,152.01,152.01,-82.007112,33.492487
53012,3782.14340,152.01,152.01,-82.007103,33.492495
53016,3778.14340,152.01,152.01,-82.007094,33.492503
53020,3774.14340,152.01,152.01,-82.007085,33.492511
53024,3770.14340,152.01,152.01,-82.007075,33.492519
53028,3766.14340,152.01,152.01,-82.007066,33.492526
53032,3762.14340,152.01,152.01,-82.007057,33.492534
53036,3758.14340,152.01,152.01,-82.007047,33.492542
53040,3754.14340,152.01,152.01,-82.007038,33.49255
53044,3750.14340,152.01,152.01,-82.007029,33.492557
53048,3746.14340,152.01,152.01,-82.00702,33.492565
53052,3742.14340,152.01,152.01,-82.00701,33.492573
53056,3738.14340,152.01,152.01,-82.007001,33.492581
53060,3734.14340,152.01,152.01,-82.006992,33.492588
53064,3730.14340,152.01,152.01,-82.006982,33.492596
